﻿Daily Discharge (m3/s) (PARAM = 1)
 ID,PARAM,TYPE,YEAR,DD,Jan,SYM,Feb,SYM,Mar,SYM,Apr,SYM,May,SYM,Jun,SYM,Jul,SYM,Aug,SYM,Sep,SYM,Oct,SYM,Nov,SYM,Dec,SYM
05BE999,1,1,1995,21,59.4,,47.5,,56.3,,52.1,,84.3,,253,,129,,131,,82.8,,84.8,,72.8,,67.5,
05BE999,1,1,1995,22,34.8,,53.4,,55.8,,53.2,,101,,252,,139,,118,,87.8,,71.8,,71.5,,69.7,
05BE999,1,1,1995,23,52.0,,56.7,,57.9,,52.2,,100,,251,,107,,124,,80.5,,80.2,,72.6,,64.1,
05BE999,1,1,1995,24,50.3,,50.7,,56.3,,52.0,,99.8,,252,,158,,121,,79.7,,73.8,,77.7,,68.7,
05BE999,1,1,1995,25,49.6,,46.9,,49.7,,52.4,,109,,252,,146,,116,,75.0,,77.2,,72.5,,63.4,
05BE999,1,1,1995,26,48.4,,47.3,,48.3,,52.4,,115,,237,,147,,112,,65.9,,81.7,,68.1,,69.6,
05BE999,1,1,1995,27,47.3,,52.5,,55.9,,50.6,,114,,217,,147,,113,,76.7,,82.3,,71.2,,70.0,
05BE999,1,1,1995,28,52.6,,51.7,,55.4,,48.6,,113,,197,,145,,110,,76.3,,77.8,,70.2,,68.3,
05BE999,1,1,1995,29,46.8,,,,55.8,,50.6,,118,,189,,140,,104,,71.2,,74.2,,75.3,,62.6,
05BE999,1,1,1995,30,51.7,,,,54.3,,50.5,,145,,186,,137,,76.5,,68.0,,81.4,,72.5,,62.0,
05BE999,1,1,1995,31,53.1,,,,50.2,,,,189,,,,144,,110,,,,81.1,,,,61.1,
05BE999,1,1,1996,01,61.1,,66.7,,65.0,,74.9,,70.0,,158,,173,,164,,98.9,,80.9,,58.0,,66.0,
05BE999,1,1,1996,02,64.7,,67.5,,57.8,,69.7,,69.9,,159,,191,,170,,89.4,,79.7,,46.8,,67.0,
05BE999,1,1,1996,03,68.8,,62.1,,55.2,,71.3,,69.5,,181,,222,,165,,90.6,,80.3,,47.8,,67.5,
05BE999,1,1,1996,04,69.7,,58.0,,53.9,,67.1,,69.3,,181,,271,,174,,89.1,,81.3,,57.7,,70.5,
05BE999,1,1,1996,05,69.2,,64.8,,53.9,,57.6,,71.7,,210,,297,,170,,98.2,,74.4,,64.7,,70.7,
05BE999,1,1,1996,06,67.5,,62.4,,55.3,,51.7,,47.5,,211,,283,,166,,100,,69.9,,64.8,,64.7,
05BE999,1,1,1996,07,63.3,,56.5,,51.8,,43.3,,47.3,,235,,263,,146,,95.6,,68.3,,59.9,,58.0,
05BE999,1,1,1996,08,69.2,,56.6,,52.2,,53.0,,47.6,,269,,232,,139,,90.0,,80.6,,61.4,,58.6,
05BE999,1,1,1996,09,68.6,,64.0,,48.1,,65.8,,48.2,,285,,208,,123,,87.1,,79.9,,62.2,,59.1,
05BE999,1,1,1996,10,73.2,,62.2,,48.1,,70.4,,48.9,,297,,208,,121,,83.9,,80.0,,51.9,,68.8,
05BE999,1,1,1996,11,72.8,,61.8,,52.7,,70.5,,61.1,,307,,236,,119,,86.6,,80.9,,51.0,,66.8,
05BE999,1,1,1996,12,75.0,,60.5,,53.3,,81.0,,66.4,,310,,248,,119,,83.2,,77.6,,54.7,,67.9,
05BE999,1,1,1996,13,73.9,,63.3,,60.9,,77.9,,70.7,,307,,228,,128,,79.0,,73.2,,59.9,,73.1,
05BE999,1,1,1996,14,73.7,,63.1,,66.0,,79.7,,74.5,,284,,215,,133,,75.2,,72.8,,62.4,,68.1,
05BE999,1,1,1996,15,72.8,,72.2,,56.4,,88.8,,74.7,,250,,215,,132,,75.3,,75.5,,70.2,,60.5,
05BE999,1,1,1996,16,79.8,,67.2,,51.4,,91.7,,79.1,,234,,204,,121,,77.2,,71.1,,72.7,,68.6,
05BE999,1,1,1996,17,70.2,,71.4,,57.2,,90.3,,79.9,,234,,211,,122,,77.5,,80.5,,70.3,,73.0,
05BE999,1,1,1996,18,73.9,,62.5,,59.9,,88.0,,84.0,,243,,215,,122,,71.8,,75.4,,68.3,,68.6,
05BE999,1,1,1996,19,70.5,,56.0,,62.4,,89.4,,89.8,,244,,237,,115,,69.2,,80.2,,68.4,,69.8,
05BE999,1,1,1996,20,67.7,,61.3,,56.9,,75.3,,91.6,,220,,249,,116,,72.3,,77.2,,65.3,,68.4,
05BE999,1,1,1996,21,62.9,,62.6,,63.7,,65.2,,92.3,,221,,230,,107,,64.7,,80.0,,60.1,,63.7,
05BE999,1,1,1996,22,64.9,,66.4,,66.0,,68.0,,94.2,,210,,215,,105,,64.7,,79.7,,70.0,,57.8,
05BE999,1,1,1996,23,67.6,,66.9,,61.6,,58.8,,94.1,,210,,177,,111,,67.3,,69.9,,74.0,,59.6,
05BE999,1,1,1996,24,70.9,,66.7,,58.1,,61.0,,92.5,,196,,168,,100,,57.1,,80.3,,69.2,,59.0,
05BE999,1,1,1996,25,69.2,,65.1,,61.9,,59.6,,91.1,,197,,174,,98.1,,71.1,,66.3,,69.0,,55.8,
05BE999,1,1,1996,26,72.5,,66.8,,66.4,,70.0,,93.7,,177,,176,,99.2,,69.0,,57.0,,68.4,,60.8,
05BE999,1,1,1996,27,66.2,,71.3,,59.1,,67.7,,99.9,,164,,176,,99.7,,79.6,,57.1,,68.2,,58.6,
05BE999,1,1,1996,28,64.7,,70.8,,58.2,,68.2,,117,,162,,176,,100,,78.8,,62.9,,72.3,,63.0,
05BE999,1,1,1996,29,68.5,,71.6,,70.4,,69.5,,134,,164,,177,,96.9,,77.4,,62.7,,68.0,,65.8,
05BE999,1,1,1996,30,69.2,,,,61.6,,69.5,,153,,173,,177,,109,,80.8,,53.8,,68.6,,66.7,
05BE999,1,1,1996,31,69.0,,,,62.0,,,,157,,,,175,,110,,,,58.6,,,,71.3,
05BE999,1,1,1997,01,68.2,,55.5,,53.4,,57.9,,47.6,,202,,111,,109,,86.3,,93.9,,69.3,,62.0,
05BE999,1,1,1997,02,67.7,,55.5,,52.2,,58.3,,56.9,,237,,114,,107,,87.2,,59.0,,68.9,,58.7,
05BE999,1,1,1997,03,65.3,,57.4,,56.1,,58.8,,55.5,,238,,118,,106,,86.1,,78.9,,72.2,,65.2,
05BE999,1,1,1997,04,62.8,,58.1,,57.5,,64.1,,52.3,,238,,124,,115,,94.6,,88.5,,68.0,,72.6,
05BE999,1,1,1997,05,62.6,,56.7,,59.5,,64.4,,61.9,,238,,122,,122,,102,,83.5,,69.7,,71.4,
05BE999,1,1,1997,06,64.9,,57.4,,56.7,,66.6,,60.4,,239,,116,,132,,90.2,,65.2,,71.9,,64.4,
05BE999,1,1,1997,07,63.1,,56.8,,60.1,,61.6,,59.9,,241,,123,,137,,78.4,,68.7,,70.2,,71.6,
05BE999,1,1,1997,08,60.5,,55.1,,53.7,,56.5,,61.3,,242,,135,,137,,84.0,,75.8,,74.2,,71.6,
05BE999,1,1,1997,09,60.5,,55.3,,49.8,,55.7,,64.0,,242,,150,,124,,88.9,,79.5,,74.9,,73.2,
05BE999,1,1,1997,10,66.5,,56.8,,56.1,,59.6,,60.2,,242,,148,,119,,88.4,,82.2,,72.3,,71.8,
05BE999,1,1,1997,11,67.2,,60.3,,61.8,,59.0,,57.2,,241,,153,,108,,81.9,,77.9,,72.7,,66.1,
05BE999,1,1,1997,12,72.0,,56.0,,68.6,,55.9,,60.7,,264,,152,,111,,86.7,,87.8,,72.1,,71.9,
05BE999,1,1,1997,13,75.1,,55.9,,71.9,,50.8,,64.5,,285,,151,,97.9,,95.5,,87.8,,67.5,,63.4,
05BE999,1,1,1997,14,69.9,,56.0,,72.1,,51.6,,65.2,,294,,150,,98.5,,94.5,,83.8,,63.2,,63.4,
05BE999,1,1,1997,15,72.5,,51.1,,60.2,,54.5,,77.2,,296,,135,,103,,101,,84.7,,59.2,,71.3,
05BE999,1,1,1997,16,72.9,,51.4,,74.4,,58.3,,83.1,,295,,139,,96.6,,94.0,,81.2,,59.7,,78.3,
05BE999,1,1,1997,17,71.9,,53.8,,72.0,,57.7,,95.6,,294,,136,,110,,95.3,,71.8,,59.8,,81.4,
05BE999,1,1,1997,18,71.9,,53.6,,59.4,,58.4,,89.1,,284,,141,,110,,94.9,,65.8,,57.4,,85.7,
05BE999,1,1,1997,19,72.3,,57.3,,64.4,,57.1,,94.0,,271,,139,,116,,94.9,,66.3,,60.9,,86.1,
05BE999,1,1,1997,20,70.6,,69.2,,53.0,,58.4,,99.9,,254,,136,,103,,93.4,,66.6,,60.6,,83.3,
05BE999,1,1,1997,21,62.7,,67.4,,49.1,,58.3,,122,,222,,140,,103,,79.4,,79.5,,62.4,,73.9,
05BE999,1,1,1997,22,64.6,,62.2,,54.8,,59.6,,130,,192,,143,,103,,84.8,,78.7,,63.8,,81.2,
05BE999,1,1,1997,23,63.9,,59.1,,69.6,,44.0,,136,,165,,141,,90.4,,97.2,,86.5,,60.5,,69.5,
05BE999,1,1,1997,24,65.3,,58.1,,60.7,,64.4,,135,,157,,127,,86.0,,104,,91.4,,61.6,,58.8,
05BE999,1,1,1997,25,63.3,,57.0,,58.6,,65.4,,122,,157,,141,,100,,101,,94.3,,66.8,,55.9,
05BE999,1,1,1997,26,59.3,,56.7,,65.7,,62.0,,118,,149,,139,,105,,95.2,,94.6,,67.8,,57.2,
05BE999,1,1,1997,27,64.5,,55.9,,59.8,,50.2,,111,,134,,133,,121,,87.9,,79.2,,67.4,,58.8,
05BE999,1,1,1997,28,65.6,,58.6,,57.1,,64.0,,130,,131,,131,,118,,80.3,,83.4,,65.6,,58.8,
05BE999,1,1,1997,29,64.3,,,,54.1,,62.6,,145,,118,,115,,116,,90.7,,71.5,,59.9,,65.3,
05BE999,1,1,1997,30,61.1,,,,57.3,,60.8,,144,,122,,112,,87.7,,89.1,,66.0,,59.5,,58.5,
05BE999,1,1,1997,31,59.6,,,,62.5,,,,169,,,,107,,83.9,,,,69.4,,,,58.5,
05BE999,1,1,1998,01,60.4,,58.0,,54.5,,51.5,,65.2,,254,,215,,140,,80.1,,52.6,,56.1,,51.5,
05BE999,1,1,1998,02,60.4,,62.8,,56.6,,54.7,,65.0,,256,,201,,151,,86.8,,57.9,,58.0,,49.0,
05BE999,1,1,1998,03,61.1,,62.2,,56.2,,56.7,,53.4,,231,,207,,144,,91.5,,53.0,,60.3,,52.0,
05BE999,1,1,1998,04,59.6,,59.0,,48.0,,49.3,,65.9,,228,,218,,145,,103,,48.6,,52.0,,57.4,
05BE999,1,1,1998,05,63.1,,61.0,,58.5,,51.3,,54.9,,208,,213,,141,,95.7,,53.3,,46.7,,50.5,
05BE999,1,1,1998,06,62.9,,62.8,,59.6,,63.6,,63.8,,200,,203,,143,,84.3,,53.2,,45.3,,52.3,
05BE999,1,1,1998,07,63.4,,54.0,,63.6,,53.5,,58.1,,200,,194,,141,,86.0,,51.8,,47.1,,58.0,
05BE999,1,1,1998,08,62.0,,51.7,,61.6,,45.1,,68.2,,188,,199,,130,,78.2,,51.4,,48.9,,59.4,
05BE999,1,1,1998,09,70.7,,60.0,,59.2,,60.6,,80.9,,171,,198,,117,,79.5,,50.9,,53.9,,57.6,
05BE999,1,1,1998,10,69.2,,65.3,,59.0,,47.7,,92.7,,153,,196,,122,,80.0,,47.7,,50.2,,61.8,
05BE999,1,1,1998,11,67.8,,63.0,,61.8,,53.3,,98.0,,155,,173,,115,,79.8,,44.3,,44.2,,62.3,
05BE999,1,1,1998,12,72.5,,62.7,,63.1,,47.5,,112,,172,,188,,114,,77.5,,49.8,,48.5,,63.7,
05BE999,1,1,1998,13,70.0,,69.9,,63.4,,60.0,,124,,192,,169,,113,,74.9,,51.2,,51.7,,62.2,
05BE999,1,1,1998,14,59.7,,66.8,,54.8,,56.3,,140,,181,,165,,111,,73.5,,39.4,,46.5,,65.0,
05BE999,1,1,1998,15,69.7,,62.8,,50.3,,59.9,,132,,192,,168,,103,,77.5,,46.9,,48.3,,62.1,
05BE999,1,1,1998,16,68.8,,63.0,,57.7,,63.3,,153,,217,,138,,103,,78.1,,42.8,,46.5,,61.0,
05BE999,1,1,1998,17,66.7,,57.2,,58.7,,63.1,,161,,217,,136,,102,,77.4,,45.3,,55.9,,65.4,
05BE999,1,1,1998,18,66.9,,58.0,,67.2,,51.9,,151,,217,,132,,117,,79.5,,46.3,,55.8,,67.0,
05BE999,1,1,1998,19,70.1,,57.7,,69.1,,46.7,,126,,216,,125,,111,,77.2,,48.9,,48.8,,57.9,
05BE999,1,1,1998,20,71.5,,58.2,,68.4,,57.9,,123,,288,,138,,103,,74.4,,50.3,,53.7,,60.3,
05BE999,1,1,1998,21,71.8,,53.8,,64.0,,60.8,,119,,290,,137,,101,,75.0,,50.3,,51.4,,62.2,
05BE999,1,1,1998,22,73.0,,52.2,,59.6,,58.3,,122,,242,,128,,92.4,,78.2,,51.4,,50.6,,60.4,
05BE999,1,1,1998,23,73.9,,56.1,,60.3,,64.3,,111,,216,,120,,90.6,,75.4,,49.4,,55.1,,60.0,
05BE999,1,1,1998,24,71.7,,56.5,,60.4,,58.3,,117,,216,,117,,98.3,,76.4,,46.8,,50.7,,56.2,
05BE999,1,1,1998,25,71.9,,56.8,,60.4,,55.8,,156,,218,,119,,87.7,,68.4,,50.7,,51.8,,53.4,
05BE999,1,1,1998,26,67.1,,56.1,,51.5,,53.7,,184,,243,,120,,97.4,,61.2,,65.3,,56.0,,60.3,
05BE999,1,1,1998,27,66.9,,56.7,,59.5,,62.3,,222,,211,,119,,94.0,,65.1,,64.5,,55.2,,52.8,
05BE999,1,1,1998,28,68.0,,53.1,,64.1,,53.8,,239,,191,,133,,86.2,,64.5,,67.9,,53.7,,59.9,
05BE999,1,1,1998,29,65.8,,,,56.4,,60.2,,240,,204,,157,,85.9,,62.1,,51.8,,53.3,,57.9,
05BE999,1,1,1998,30,67.6,,,,56.8,,56.4,,240,,243,,151,,78.2,,52.7,,75.4,,52.8,,56.4,
05BE999,1,1,1998,31,62.4,,,,53.7,,,,240,,,,136,,79.7,,,,65.6,,,,54.1,
05BE999,1,1,1999,01,51.4,,61.4,,62.3,,66.0,,65.0,,132,,141,,152,,146,,101,,59.8,,75.5,
05BE999,1,1,1999,02,53.6,,59.7,,59.2,,54.9,,62.6,,138,,141,,148,,148,,97.2,,62.6,,79.0,
05BE999,1,1,1999,03,51.0,,59.6,,60.6,,57.5,,68.0,,134,,153,,155,,145,,75.2,,63.3,,82.5,
05BE999,1,1,1999,04,52.0,,59.8,,61.5,,52.8,,68.7,,137,,218,,155,,133,,80.3,,62.8,,80.4,
05BE999,1,1,1999,05,55.3,,59.3,,60.6,,67.2,,68.0,,126,,197,,162,,112,,96.9,,62.5,,79.0,
05BE999,1,1,1999,06,50.5,,54.8,,57.4,,67.8,,70.8,,129,,168,,179,,102,,102,,60.5,,76.9,
05BE999,1,1,1999,07,53.4,,54.7,,56.6,,62.3,,71.6,,137,,165,,173,,108,,85.1,,57.5,,83.1,
05BE999,1,1,1999,08,55.0,,58.0,,61.6,,65.2,,63.9,,135,,213,,219,,118,,76.5,,64.6,,83.1,
05BE999,1,1,1999,09,52.8,,59.2,,61.1,,62.8,,53.5,,134,,203,,217,,116,,70.9,,64.2,,81.9,
05BE999,1,1,1999,10,54.0,,59.8,,66.3,,54.8,,75.5,,111,,218,,201,,114,,71.1,,64.3,,81.5,
05BE999,1,1,1999,11,53.0,,61.7,,61.3,,51.1,,62.7,,111,,218,,206,,103,,74.3,,58.4,,76.7,
05BE999,1,1,1999,12,52.2,,59.7,,60.8,,64.4,,63.7,,94.9,,230,,238,,104,,70.9,,61.8,,70.7,
05BE999,1,1,1999,13,56.2,,55.5,,54.4,,64.3,,67.0,,98.0,,236,,241,,103,,78.4,,53.8,,76.7,
05BE999,1,1,1999,14,65.1,,52.4,,48.7,,67.5,,67.1,,105,,255,,226,,117,,89.1,,61.8,,77.8,
05BE999,1,1,1999,15,65.7,,54.8,,66.4,,66.5,,60.3,,103,,332,,218,,128,,84.7,,64.0,,78.7,
05BE999,1,1,1999,16,60.1,,57.1,,68.9,,66.3,,55.6,,120,,318,,218,,119,,78.8,,71.0,,85.7,
05BE999,1,1,1999,17,64.1,,60.3,,66.0,,55.9,,68.6,,155,,238,,199,,100,,65.7,,80.4,,91.1,
05BE999,1,1,1999,18,63.3,,58.1,,62.9,,53.9,,75.0,,196,,188,,166,,98.2,,66.9,,88.5,,85.2,
05BE999,1,1,1999,19,66.4,,63.0,,63.6,,66.9,,77.4,,233,,199,,174,,92.9,,82.0,,91.8,,76.1,
05BE999,1,1,1999,20,70.7,,61.8,,54.9,,48.2,,80.2,,215,,213,,203,,93.5,,89.8,,83.4,,78.7,
05BE999,1,1,1999,21,68.1,,53.1,,55.2,,64.9,,80.6,,216,,206,,192,,101,,89.7,,64.6,,73.5,
05BE999,1,1,1999,22,68.9,,59.4,,63.9,,75.0,,62.7,,202,,218,,178,,99.9,,89.5,,78.4,,69.9,
05BE999,1,1,1999,23,61.8,,57.1,,61.9,,73.3,,56.4,,199,,214,,128,,103,,71.4,,75.1,,68.1,
05BE999,1,1,1999,24,62.1,,59.1,,63.1,,79.0,,70.7,,199,,199,,142,,105,,67.0,,73.7,,69.7,
05BE999,1,1,1999,25,68.4,,61.7,,62.4,,74.3,,75.7,,169,,197,,154,,90.2,,67.3,,79.9,,54.0,
05BE999,1,1,1999,26,67.7,,62.2,,67.4,,75.2,,98.1,,172,,193,,174,,91.6,,62.0,,76.0,,53.9,
05BE999,1,1,1999,27,64.2,,59.2,,56.2,,69.2,,97.8,,165,,193,,185,,107,,62.0,,60.1,,57.3,
05BE999,1,1,1999,28,63.9,,54.8,,54.0,,69.0,,104,,159,,180,,140,,107,,62.9,,58.0,,57.4,
05BE999,1,1,1999,29,63.5,,,,63.9,,69.3,,99.8,,154,,175,,153,,99.5,,68.0,,75.3,,65.8,
05BE999,1,1,1999,30,61.3,,,,57.5,,67.0,,98.0,,153,,180,,156,,99.3,,64.7,,68.5,,65.9,
05BE999,1,1,1999,31,56.2,,,,65.6,,,,112,,,,167,,152,,,,59.7,,,,59.8,
05BE999,1,1,2000,01,57.3,,66.9,,71.1,,54.5,,58.4,,91.3,,171,,140,,81.8,,64.1,,66.1,,50.7,
05BE999,1,1,2000,02,52.6,,66.4,,66.4,,51.1,,61.8,,103,,170,,144,,79.5,,63.5,,57.8,,43.3,
05BE999,1,1,2000,03,61.7,,64.1,,65.4,,43.0,,68.8,,102,,176,,144,,86.2,,58.5,,52.9,,47.7,
05BE999,1,1,2000,04,59.2,,64.1,,57.4,,65.7,,40.9,,102,,176,,148,,76.1,,56.5,,57.1,,53.1,
05BE999,1,1,2000,05,58.9,,66.1,,64.1,,59.9,,78.4,,111,,175,,149,,77.3,,66.1,,56.7,,44.4,
05BE999,1,1,2000,06,62.0,,63.9,,60.2,,62.7,,61.0,,108,,177,,149,,78.8,,47.9,,49.2,,49.2,
05BE999,1,1,2000,07,63.9,,65.3,,56.6,,61.0,,51.3,,107,,147,,147,,74.0,,69.2,,55.2,,52.2,
05BE999,1,1,2000,08,53.2,,61.3,,61.9,,50.8,,70.5,,123,,145,,145,,73.5,,59.7,,30.4,,63.9,
05BE999,1,1,2000,09,51.5,,63.4,,59.7,,50.4,,69.2,,120,,140,,134,,77.1,,58.2,,61.2,,53.1,
05BE999,1,1,2000,10,67.2,,66.2,,56.9,,62.9,,47.3,,115,,142,,133,,77.9,,66.2,,58.6,,54.3,
05BE999,1,1,2000,11,68.9,,66.2,,61.3,,58.6,,49.7,,116,,135,,132,,77.8,,53.0,,49.4,,61.2,
05BE999,1,1,2000,12,66.9,,66.5,,47.4,,68.1,,71.8,,118,,141,,126,,78.2,,66.1,,53.9,,49.2,
05BE999,1,1,2000,13,70.6,,70.3,,60.6,,70.2,,53.7,,120,,155,,121,,71.7,,56.4,,47.6,,54.7,
05BE999,1,1,2000,14,67.1,,66.6,,62.2,,69.3,,50.5,,127,,166,,122,,75.2,,53.4,,56.0,,57.3,
05BE999,1,1,2000,15,71.6,,65.0,,69.3,,60.9,,78.1,,119,,171,,110,,75.5,,56.1,,55.8,,57.1,
05BE999,1,1,2000,16,67.6,,65.6,,70.0,,62.2,,75.2,,126,,177,,106,,75.0,,64.2,,49.7,,57.9,
05BE999,1,1,2000,17,63.4,,69.4,,67.1,,69.3,,77.2,,126,,169,,95.9,,73.5,,49.0,,42.4,,53.7,
05BE999,1,1,2000,18,63.5,,70.2,,53.7,,46.2,,88.9,,138,,141,,95.4,,75.5,,53.5,,46.5,,53.5,
05BE999,1,1,2000,19,67.7,,60.2,,53.2,,60.7,,94.1,,134,,146,,97.4,,67.5,,58.7,,55.8,,43.6,
05BE999,1,1,2000,20,67.0,,66.9,,74.0,,53.3,,99.0,,127,,141,,99.0,,62.2,,54.7,,60.2,,57.9,
05BE999,1,1,2000,21,68.9,,63.6,,64.6,,53.1,,88.5,,122,,149,,93.7,,70.3,,52.0,,43.4,,51.4,
05BE999,1,1,2000,22,63.9,,64.0,,76.1,,56.6,,91.7,,118,,158,,90.6,,70.7,,53.4,,55.9,,53.2,
05BE999,1,1,2000,23,65.7,,63.8,,72.3,,52.9,,95.6,,125,,152,,86.5,,75.4,,59.2,,50.4,,49.4,
05BE999,1,1,2000,24,68.9,,63.6,,73.3,,52.6,,100,,123,,166,,77.2,,75.2,,55.2,,49.1,,48.5,
05BE999,1,1,2000,25,63.2,,63.2,,71.5,,84.7,,100,,124,,168,,82.2,,78.7,,54.9,,42.2,,44.8,
05BE999,1,1,2000,26,66.7,,65.7,,72.1,,58.4,,107,,112,,172,,81.7,,64.9,,60.4,,51.5,,52.7,
05BE999,1,1,2000,27,66.7,,65.6,,82.5,,93.9,,104,,119,,155,,78.6,,67.3,,57.2,,57.7,,55.5,
05BE999,1,1,2000,28,64.8,,66.8,,84.6,,84.2,,103,,122,,140,,83.8,,71.2,,53.1,,44.6,,46.4,
05BE999,1,1,2000,29,65.0,,66.8,,87.8,,60.3,,97.0,,117,,135,,84.6,,68.5,,53.6,,45.4,,46.6,
05BE999,1,1,2000,30,64.2,,,,88.9,,58.5,,100,,152,,132,,82.1,,59.5,,58.0,,54.1,,48.5,
05BE999,1,1,2000,31,66.7,,,,78.3,,,,104,,,,141,,77.2,,,,57.4,,,,44.6,
05BE999,1,1,2001,01,48.4,,60.1,,49.2,,47.3,,55.0,,145,,119,,92.6,,72.1,,54.4,,37.7,,48.0,
05BE999,1,1,2001,02,53.1,,60.0,,49.3,,50.7,,56.8,,141,,118,,97.6,,72.3,,39.0,,41.3,,43.9,
05BE999,1,1,2001,03,48.4,,58.4,,49.5,,49.5,,61.6,,142,,123,,92.4,,71.9,,46.0,,37.8,,47.1,
05BE999,1,1,2001,04,48.1,,57.8,,49.5,,46.7,,59.8,,146,,122,,95.9,,71.9,,46.2,,37.6,,46.7,
05BE999,1,1,2001,05,50.5,,60.2,,50.6,,49.6,,60.1,,150,,104,,88.4,,70.0,,46.4,,40.9,,46.9,
05BE999,1,1,2001,06,46.9,,57.9,,51.2,,49.9,,57.3,,153,,147,,91.9,,67.9,,46.8,,36.9,,45.8,
05BE999,1,1,2001,07,44.7,,59.1,,51.3,,46.2,,57.3,,150,,128,,91.3,,67.4,,41.4,,40.6,,45.4,
05BE999,1,1,2001,08,50.6,,54.2,,50.9,,46.8,,61.4,,147,,121,,90.3,,65.6,,46.0,,40.6,,46.8,
05BE999,1,1,2001,09,52.0,,65.0,,53.0,,51.1,,61.1,,144,,127,,86.5,,65.7,,43.9,,37.5,,47.2,
05BE999,1,1,2001,10,52.6,,56.4,,47.9,,52.8,,63.0,,139,,130,,89.7,,65.6,,43.6,,39.9,,45.8,
05BE999,1,1,2001,11,49.0,,47.8,,47.2,,45.9,,59.0,,150,,127,,89.4,,54.9,,43.7,,37.3,,48.6,
05BE999,1,1,2001,12,49.7,,57.7,,51.6,,47.1,,59.2,,149,,126,,88.0,,56.4,,44.3,,40.4,,45.6,
05BE999,1,1,2001,13,46.6,,58.9,,50.6,,46.2,,55.4,,150,,131,,101,,50.4,,41.4,,36.9,,46.2,
05BE999,1,1,2001,14,51.8,,51.3,,47.3,,46.8,,64.0,,127,,129,,95.6,,52.8,,39.8,,37.0,,47.5,
05BE999,1,1,2001,15,49.4,,57.8,,53.8,,46.8,,67.5,,125,,124,,91.5,,53.8,,42.0,,37.3,,47.0,
05BE999,1,1,2001,16,49.2,,57.6,,51.6,,46.8,,67.3,,138,,129,,96.1,,51.0,,37.8,,40.7,,46.0,
05BE999,1,1,2001,17,55.0,,51.8,,47.1,,49.6,,57.4,,135,,118,,93.2,,56.2,,41.3,,37.1,,49.2,
05BE999,1,1,2001,18,59.2,,49.3,,45.4,,45.2,,63.5,,130,,119,,96.1,,52.2,,40.8,,40.2,,48.5,
05BE999,1,1,2001,19,47.1,,50.7,,51.2,,32.5,,65.6,,109,,114,,96.7,,54.8,,39.4,,36.9,,48.2,
05BE999,1,1,2001,20,46.9,,57.4,,54.3,,40.5,,64.1,,112,,114,,97.9,,61.1,,39.2,,40.9,,47.9,
05BE999,1,1,2001,21,51.2,,51.8,,47.3,,43.8,,64.9,,106,,103,,90.1,,65.8,,39.4,,36.1,,48.6,
05BE999,1,1,2001,22,51.7,,56.3,,49.6,,36.0,,74.8,,113,,105,,94.1,,57.0,,40.4,,43.7,,45.8,
05BE999,1,1,2001,23,58.0,,52.4,,45.5,,49.0,,70.9,,112,,95.8,,94.4,,50.3,,40.0,,37.7,,49.5,
05BE999,1,1,2001,24,58.5,,51.7,,47.6,,44.7,,76.5,,112,,105,,87.7,,54.9,,40.9,,40.5,,47.9,
05BE999,1,1,2001,25,57.6,,52.3,,50.2,,51.1,,102,,116,,96.1,,85.9,,50.6,,37.3,,37.1,,45.6,
05BE999,1,1,2001,26,58.5,,55.2,,47.1,,34.5,,115,,124,,97.2,,87.1,,52.6,,40.1,,43.2,,48.1,
05BE999,1,1,2001,27,54.1,,52.4,,51.5,,45.5,,117,,125,,92.6,,86.1,,56.7,,37.2,,48.4,,48.0,
05BE999,1,1,2001,28,53.7,,46.1,,51.5,,42.8,,129,,117,,99.3,,82.3,,56.5,,39.1,,46.4,,47.7,
05BE999,1,1,2001,29,60.3,,,,47.5,,40.7,,144,,121,,99.6,,82.2,,50.3,,40.0,,47.2,,48.2,
05BE999,1,1,2001,30,61.9,,,,49.3,,55.2,,151,,119,,97.9,,83.0,,50.8,,39.4,,47.7,,47.8,
05BE999,1,1,2001,31,62.6,,,,47.0,,,,156,,,,98.2,,81.8,,,,39.9,,,,48.6,
05BE999,1,1,2002,01,48.3,,46.4,,47.5,,49.2,,50.0,,134,,349,,147,,91.0,,70.5,,69.1,,55.1,
05BE999,1,1,2002,02,48.1,,40.0,,47.3,,44.0,,49.3,,133,,291,,135,,100,,71.8,,62.7,,56.3,
05BE999,1,1,2002,03,47.5,,39.7,,46.0,,47.8,,50.0,,157,,248,,118,,93.0,,70.1,,61.5,,64.3,
05BE999,1,1,2002,04,44.5,,45.1,,45.5,,53.0,,51.1,,154,,217,,119,,90.7,,71.0,,64.0,,62.9,
05BE999,1,1,2002,05,45.5,,48.4,,52.0,,52.2,,50.3,,157,,201,,118,,107,,55.6,,73.8,,65.1,
05BE999,1,1,2002,06,45.8,,48.2,,53.3,,46.2,,52.4,,160,,186,,113,,129,,56.5,,62.9,,64.8,
05BE999,1,1,2002,07,46.4,,47.8,,55.2,,49.9,,48.0,,166,,188,,119,,112,,73.8,,62.5,,57.1,
05BE999,1,1,2002,08,45.8,,48.0,,54.3,,51.2,,50.8,,168,,169,,116,,106,,59.5,,58.0,,58.2,
05BE999,1,1,2002,09,41.7,,46.8,,45.3,,45.2,,53.9,,169,,157,,116,,102,,61.6,,57.3,,64.0,
